ct_state_ttl,ct_dst_sport_ltm,sttl,xProt,dpkts,dload,dbytes,xServ,dmean,ackdat,spkts,xState,tcprtt,sload,dloss,synack,rate,sbytes,sloss,djit,sjit,swin,dtcpb,smean,trans_depth,response_body_len,ct_dst_ltm,dwin,sinpkt,dinpkt,ct_srv_src,ct_dst_src_ltm,ct_src_dport_ltm,stcpb,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_srv_dst,dur,ct_src_ltm,dttl,is_sm_ips_ports
0,0,0.121569,0.002006,0.006379,0.174474,0.004057,1,0.582305,0.000074,0.006968,0.001002,0.000236,0.000044,0.005106,0.000229,0.001143,0.000307,0.001457,0.000322,0.000064,1,0.338789,0.021003,0,0,0,1,0.000021,0.000031,0.016129,0,0,0.835005,0,0,0,0.016393,0.001998,0.050847,0.114173,0
0,0,0.121569,0,0.000182,0.02932,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.00009,0,0,0.00277,0.000009,0,0,0,0,0,0.030488,0,0,0.06,0,0,0,0.032258,0.015625,0.02,0,0,0,0,0,0.000018,0.118644,0.114173,0
0,0,0.121569,0.002006,0.006014,0.629191,0.003535,1,0.538409,0.000087,0.006552,0.001002,0.00027,0.000173,0.004741,0.00026,0.004459,0.000291,0.001457,0.000088,0.000017,1,0.98492,0.021003,0,0,0.1,1,0.000005,0.000008,0.048387,0,0,0.484351,0,0,0,0.147541,0.000482,0.050847,0.114173,0
0,0,0.121569,0.002006,0.001093,0.012916,0.000602,0.001003,0.504115,0.000083,0.000728,0.001002,0.000264,0.000002,0.000729,0.000257,0.000085,0.000031,0.000208,0.005963,0.001486,1,0.346379,0.016938,0,0,0.08,1,0.000378,0.000357,0.080645,0.09375,0,0.727137,0,0,0,0.032787,0.003724,0.067797,0.114173,0
0,0,0.121569,0,0.000182,0.028698,0.000011,0.005015,0.055556,0,0.000104,0.004008,0,0.000086,0,0,0.002979,0.000008,0,0,0,0,0,0.025068,0,0,0.02,0,0,0,0.032258,0,0.02,0,0,0,0,0.016393,0.000017,0.033898,0.114173,0
0,0,0.121569,0.002006,0.039913,0.082268,0.037407,1,0.858711,0.000075,0.024857,0.001002,0.000232,0.000008,0.035923,0.000224,0.000285,0.00106,0.004372,0.009222,0.002471,1,0.493282,0.019648,0,0,0.06,1,0.000118,0.000096,0.112903,0.078125,0,0.991589,0,0,0,0.147541,0.039535,0.067797,0.114173,0
0,0,0.121569,0,0.000364,0.017484,0.000021,1,0.053498,0,0.000312,0.004008,0,0.000119,0,0,0.001466,0.000042,0,0.000005,0.000001,0,0,0.077236,0,0,0.02,0,0.000015,0.000019,0.145161,0.015625,0,0,0,0,0,0.032787,0.00008,0.186441,0.114173,0
0,0,0.121569,0,0.000182,0.031223,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000096,0,0,0.00295,0.000009,0,0,0,0,0,0.030488,0,0,0.02,0,0,0,0,0.015625,0,0,0,0,0,0.065574,0.000017,0.016949,0.114173,0
0,0,0.121569,0.002006,0.003645,0.152571,0.001315,1,0.33059,0.000082,0.003848,0.001002,0.000266,0.000072,0.002371,0.00026,0.001753,0.000186,0.001457,0.000237,0.000048,1,0.377987,0.02439,0,0,0.1,1,0.000014,0.00002,0.032258,0.015625,0,0.358205,0,0,0,0.081967,0.000732,0.20339,0.114173,0
0,0,0.121569,0,0.000182,0.025942,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.00008,0,0,0.002451,0.000009,0,0,0,0,0,0.030488,0,0,0.02,0,0,0,0.032258,0,0.02,0,0,0,0,0.016393,0.00002,0.033898,0.114173,0
0,0,0.121569,0.002006,0.003827,0.049453,0.000231,0.003009,0.05487,0.000098,0.005304,0.001002,0.000275,0.002049,0.001459,0.000259,0.003906,0.002869,0.003748,0.000003,0.000019,1,0.27325,0.466125,0,0,0.02,1,0.000005,0.00001,0.016129,0.015625,0,0.273001,0,0,0,0,0.000397,0.016949,0.114173,0
0,0,0.121569,0.002006,0.010388,0.006145,0.000839,0.011033,0.074074,0.000087,0.011128,0.001002,0.00026,0.000018,0.005653,0.000249,0.000312,0.000731,0.005413,0.001976,0.000404,1,0.004203,0.04065,0,0,0.02,1,0.000081,0.000113,0.016129,0,0,0.504638,0,0,0,0,0.011797,0.016949,0.114173,0
0,0,0.121569,0.002006,0.004921,0.059168,0.000255,0.001003,0.047325,0.000091,0.005304,0.001002,0.00027,0.000174,0.002735,0.000259,0.004743,0.000224,0.00229,0.000002,0.000021,1,0.8046,0.01897,0,0,0.12,1,0.000005,0.000007,0,0.046875,0,0.303855,0.25,0.25,0,0,0.000369,0.067797,0.114173,0
0,0,0.121569,0.002006,0.00164,0.003307,0.000175,1,0.09808,0.000083,0.00156,0.001002,0.000249,0.000006,0.000729,0.000238,0.000126,0.000096,0.000833,0.000126,0.000915,1,0.839016,0.03523,0,0,0.02,1,0.000207,0.000271,0.064516,0,0,0.838938,0,0,0,0.04918,0.00437,0,0.114173,0
0,0,0.121569,0.002006,0.00164,0.030471,0.000112,1,0.062414,0.000093,0.00156,0.001002,0.000237,0.000106,0.000729,0.000217,0.001815,0.000117,0.000833,0.000007,0.00005,1,0.140313,0.04607,0,0,0.14,1,0.000014,0.000018,0.16129,0.078125,0.1,0.139133,0,0,0,0.147541,0.000303,0.135593,0.114173,0
0,0,0.121569,0.002006,0.000911,0.066465,0.000056,0,0.056241,0.000095,0.000728,0.001002,0.000281,0.000309,0.000365,0.000269,0.004268,0.000079,0.000416,0.000002,0.000023,1,0.807516,0.070461,0.005814,0.000013,0.2,1,0.000006,0.000007,0,0.09375,0,0.807258,0,0,0.033333,0.032787,0.000066,0.118644,0.114173,0
0,0,0.121569,0.002006,0.011482,0.00189,0.00103,1,0.082305,0.000083,0.012585,0.001002,0.00027,0.000004,0.005835,0.000263,0.000087,0.000601,0.006246,0.005261,0.001052,1,0.391023,0.02439,0,0,0.02,1,0.000277,0.000402,0.129032,0.015625,0,0.388549,0,0,0,0.032787,0.047114,0.033898,0.114173,0
0,0,0.121569,0,0.000182,0.029956,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000092,0,0,0.00283,0.000009,0,0,0,0,0,0.030488,0,0,0.02,0,0,0,0.048387,0.015625,0.02,0,0,0,0,0,0.000018,0.084746,0.114173,0
0,0,0.121569,0.002006,0.00729,0.61092,0.004968,1,0.624143,0.000102,0.008008,0.001002,0.000304,0.000143,0.006018,0.00029,0.003739,0.000349,0.001457,0.000101,0.00002,1,0.852167,0.020325,0,0,0,1,0.000006,0.000009,0.016129,0,0,0.351592,0,0,0,0.065574,0.0007,0.016949,0.114173,0
0,0,0.121569,0.002006,0.003645,0.002318,0.000224,0.003009,0.056241,0.000089,0.005304,0.001002,0.000264,0.0001,0.001459,0.000252,0.000185,0.002879,0.003748,0.000104,0.000612,1,0.789137,0.46748,0,0,0.06,1,0.000114,0.000222,0,0.015625,0,0.789864,0,0,0,0,0.008195,0.016949,0.114173,0
0,0,0.121569,0.002006,0.002187,0.00736,0.000374,0.011033,0.156379,0.000079,0.003224,0.001002,0.000245,0.000019,0.001276,0.000237,0.000216,0.000285,0.001457,0.000057,0,1,0.115039,0.060298,0,0,0.04,1,0.0001,0.000194,0,0.015625,0,0.614492,0,0,0,0,0.004238,0.033898,0.114173,0
0,0,0.121569,0.002006,0.00164,0.00322,0.000694,0,0.387517,0.000083,0.001144,0.001002,0.000263,0.000002,0.000729,0.000255,0.000027,0.00012,0.000625,0.027665,0.006806,1,0.102369,0.070461,0.011628,0,0.02,1,0.001146,0.001103,0.016129,0.015625,0,0.102121,0,0,0.033333,0,0.017733,0.050847,0.114173,0
0,0,0.121569,0.002006,0.003645,0.048297,0.000224,0.003009,0.056241,0.000093,0.005304,0.001002,0.000272,0.002074,0.001459,0.000259,0.003856,0.002879,0.003748,0.000004,0.000017,1,0.750143,0.46748,0,0,0.14,1,0.000005,0.00001,0.016129,0.015625,0,0.750868,0,0,0,0.032787,0.000393,0.016949,0.114173,0
0,0,0.121569,0,0.000182,0.02613,0.000011,0.005015,0.055556,0,0.000104,0.004008,0,0.000079,0,0,0.002712,0.000008,0,0,0,0,0,0.025068,0,0,0.04,0,0,0,0.032258,0,0,0,0,0,0,0.016393,0.000018,0.016949,0.114173,0
0,0,0.121569,0.002006,0.002187,0.002815,0.000374,0.011033,0.156379,0.00008,0.003224,0.001002,0.000269,0.000007,0.001276,0.000265,0.000083,0.000285,0.001457,0.000157,0.001004,1,0.010228,0.060298,0,0,0,1,0.000254,0.000509,0,0.046875,0,0.010159,0,0,0,0,0.011083,0,0.114173,0
0,0,0.121569,0.002006,0.001276,0.132985,0.000118,1,0.084362,0.000109,0.002184,0.001002,0.00031,0.000436,0.000729,0.000293,0.008128,0.000111,0.001041,0.000001,0.000009,1,0.332235,0.026423,0,0,0.04,1,0.000002,0.000005,0.080645,0.015625,0,0.332159,0,0,0,0.098361,0.000072,0.050847,0.114173,0
0,0,0.121569,0,0.000364,0.018957,0.000022,1,0.05487,0,0.000312,0.004008,0,0.000126,0,0,0.00155,0.000042,0,0.000005,0.000001,0,0,0.077236,0,0,0.06,0,0.000014,0.000018,0.080645,0.03125,0,0,0,0,0,0.032787,0.000075,0.067797,0.114173,0
0,0,0.121569,0.002006,0.001093,0.003338,0.000602,0.001003,0.504115,0.000079,0.000728,0.001002,0.000224,0.000001,0.000729,0.000212,0.000022,0.000031,0.000208,0.022858,0.005686,1,0.191315,0.016938,0,0,0.04,1,0.001463,0.001385,0.016129,0.046875,0,0.027737,0,0,0,0.016393,0.014409,0.033898,0.114173,0
0.166667,0.022222,0.996078,0.002006,0.000547,0.000052,0.000018,1,0.030864,0.096142,0.000936,0.001002,0.159782,0.000001,0.000182,0.122005,0.00001,0.000055,0.000416,0.001462,0.006066,1,0.651422,0.031165,0,0,0.02,1,0.001951,0.004488,0.064516,0.03125,0.02,0.908898,0,0,0,0.032787,0.025485,0.033898,0.992126,0
0,0,0.121569,0.002006,0.00164,0.003221,0.000694,0,0.387517,0.000082,0.001352,0.001002,0.000245,0.000002,0.000912,0.000234,0.000029,0.000128,0.000625,0.026912,0.006042,1,0.856122,0.062331,0.005814,0.000598,0.02,1,0.000969,0.001103,0.016129,0.03125,0.02,0.854894,0,0,0.033333,0,0.017731,0.084746,0.114173,0
0,0,0.121569,0.002006,0.000911,0.065889,0.000056,0,0.056241,0.000082,0.000728,0.001002,0.000248,0.000309,0.000365,0.000238,0.004243,0.000079,0.000416,0.000002,0.000023,1,0.97844,0.070461,0.005814,0.000013,0.04,1,0.000006,0.000007,0.016129,0.0625,0,0.978176,0,0,0.033333,0.016393,0.000067,0.101695,0.114173,0
0,0,0.121569,0,0.000364,0.052045,0.000021,1,0.052126,0,0.000312,0.004008,0,0.000338,0,0,0.004479,0.000039,0,0.000001,0,0,0,0.070461,0,0,0.04,0,0.000005,0.000003,0.096774,0.046875,0,0,0,0,0,0.081967,0.000026,0.050847,0.114173,0
0,0,0.121569,0.002006,0.067979,0.012035,0.074231,0,1,0.000092,0.037129,0.001002,0.000275,0.000001,0.067469,0.000263,0.000034,0.001471,0.000416,0.014496,0.004249,1,0.537274,0.016938,0.005814,0.079946,0.02,1,0.001069,0.000762,0,0.015625,0,0.537988,0,0,0.033333,0.016393,0.536819,0.033898,0.114173,0
0,0,0.121569,0.002006,0.035356,0.107541,0.033101,1,0.857339,0.000082,0.021945,0.001002,0.000237,0.00001,0.031729,0.000224,0.000373,0.000942,0.003956,0.00582,0.001563,1,0.617866,0.020325,0,0,0.06,1,0.00009,0.000073,0.177419,0.09375,0.02,0.116274,0,0,0,0.196721,0.026754,0.016949,0.114173,0
0,0,0.121569,0.002006,0.003645,0.284326,0.001315,1,0.33059,0.000078,0.003848,0.001002,0.000269,0.000135,0.002371,0.000266,0.003267,0.000186,0.001457,0.000136,0,1,0.311635,0.02439,0,0,0.08,1,0.000008,0.000011,0.048387,0.0625,0,0.802396,0,0,0,0.114754,0.000393,0.016949,0.114173,0
0,0,0.121569,0,0.000364,0.000688,0.000022,1,0.05487,0,0.000312,0.004008,0,0.000005,0,0,0.000056,0.000042,0,0.000179,0.000035,0,0,0.077236,0,0,0.1,0,0.000431,0.000647,0.096774,0.03125,0,0,0,0,0,0.081967,0.002074,0.050847,0.114173,0
0.166667,0,0.996078,0.002006,0.000547,0.00011,0.000018,1,0.030864,0.085619,0.000936,0.001002,0.103767,0.000001,0.000182,0.062448,0.000021,0.000037,0.000416,0.000615,0.00286,1,0.81177,0.015583,0,0,0,1,0.000955,0.002098,0.032258,0.03125,0,0.621087,0,0,0,0.04918,0.012101,0.016949,0.992126,0
0,0,0.121569,0.002006,0.001276,0.12555,0.000118,1,0.084362,0.000084,0.002184,0.001002,0.000293,0.000411,0.000729,0.00029,0.007674,0.000111,0.001041,0.000001,0.000009,1,0.930156,0.026423,0,0,0,1,0.000003,0.000005,0.129032,0.015625,0,0.43055,0,0,0,0.016393,0.000076,0,0.114173,0
0,0,0.121569,0.002006,0.001093,0.701166,0.000602,0.001003,0.504115,0.000081,0.000936,0.001002,0.000239,0.000155,0.000729,0.000228,0.005102,0.000039,0.000208,0.000072,0.000018,1,0.334905,0.016938,0,0,0.12,1,0.000005,0.000006,0.080645,0.046875,0,0.83376,0,0,0,0.04918,0.000069,0.067797,0.114173,0
0,0,0.121569,0.002006,0.003463,0.611615,0.001307,1,0.345679,0.000092,0.004056,0.001002,0.000272,0.000304,0.002371,0.00026,0.007075,0.000194,0.001457,0.000059,0.000011,1,0.317868,0.02439,0,0,0.02,1,0.000003,0.000005,0.048387,0.015625,0,0.810446,0,0,0,0.016393,0.000181,0.084746,0.114173,0
0,0,0.121569,0.002006,0.003645,0.152696,0.001315,1,0.33059,0.000095,0.003848,0.001002,0.000291,0.000072,0.002371,0.00028,0.001754,0.000186,0.001457,0.000239,0.000049,1,0.601763,0.02439,0,0,0,1,0.000014,0.00002,0.016129,0.015625,0,0.094162,0,0,0,0.04918,0.000732,0.016949,0.114173,0
0,0,0.121569,0,0.000182,0.033215,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000102,0,0,0.003138,0.000009,0,0,0,0,0,0.030488,0,0,0.06,0,0,0,0.032258,0,0,0,0,0,0,0.04918,0.000016,0.033898,0.114173,0
0,0,0.121569,0,0.000182,0.029139,0.000011,0.005015,0.056241,0,0.000104,0.004008,0,0.000088,0,0,0.002988,0.000008,0,0,0,0,0,0.025745,0,0,0.02,0,0,0,0.032258,0.03125,0.02,0,0,0,0,0.016393,0.000017,0.067797,0.114173,0
0,0,0.121569,0.002006,0.008383,0.581604,0.005719,1,0.624829,0.00007,0.009256,0.001002,0.000282,0.000134,0.007112,0.000288,0.003559,0.000397,0.001457,0.000116,0.000023,1,0.27395,0.019648,0,0,0.06,1,0.000007,0.00001,0.064516,0.015625,0,0.273875,0,0,0,0.032787,0.000848,0.050847,0.114173,0
0,0,0.121569,0.002006,0.003645,0.038763,0.000224,0.003009,0.056241,0.000092,0.005304,0.001002,0.000272,0.001665,0.001459,0.000259,0.003095,0.00288,0.003748,0.000006,0.000025,1,0.425568,0.468157,0,0,0.04,1,0.000007,0.000013,0,0,0,0.924835,0,0,0,0,0.00049,0.016949,0.114173,0
0,0,0.121569,0.002006,0.00164,0.00337,0.000694,0,0.387517,0.000083,0.001144,0.001002,0.000274,0.000002,0.000912,0.000269,0.000029,0.00012,0.000625,0.026525,0.006526,1,0.207968,0.070461,0.005814,0.000598,0.04,1,0.001095,0.001054,0.016129,0,0,0.707237,0,0,0.033333,0,0.016947,0.050847,0.114173,0
0,0,0.121569,0,0.000182,0.029593,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000091,0,0,0.002796,0.000009,0,0,0,0,0,0.030488,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.016393,0.000018,0.050847,0.114173,0
0,0,0.121569,0.002006,0.001276,0.006095,0.000118,1,0.084362,0.000078,0.002184,0.001002,0.0005,0.00002,0.000729,0.000543,0.000373,0.000111,0.001041,0.000052,0.000281,1,0.081965,0.026423,0,0,0.04,1,0.000053,0.000126,0.064516,0,0,0.581416,0,0,0,0.131148,0.001566,0.067797,0.114173,0
0,0,0.121569,0.002006,0.003827,0.044811,0.000231,0.003009,0.05487,0.000085,0.005304,0.001002,0.000259,0.001859,0.001459,0.000249,0.00354,0.002872,0.003748,0.000004,0.000021,1,0.975834,0.466802,0,0,0,1,0.000006,0.000011,0,0,0,0.976555,0,0,0,0,0.000438,0.016949,0.114173,0
0,0,0,0.001003,0.000182,0,0.000006,1,0.03155,0,0.000104,0.004008,0,0,0,0,0,0.000002,0,0.000033,0.000007,0,0,0,0,0,0,0,0.534878,0.795682,0.016129,0,0,0,0,0,0,0,0.752158,0,0,0
0,0,0.121569,0.002006,0.002187,0.306731,0.000374,0.011033,0.156379,0.000073,0.003224,0.001002,0.000243,0.000791,0.001276,0.000239,0.009013,0.000285,0.001457,0.000001,0.000009,1,0.151816,0.060298,0,0,0.04,1,0.000002,0.000004,0,0,0,0.151753,0,0,0,0,0.000102,0,0.114173,0
0,0,0.121569,0.002006,0.002734,0.002628,0.00021,1,0.070645,0.000087,0.002808,0.001002,0.00027,0.000016,0.001276,0.000261,0.000141,0.000387,0.001457,0.000076,0.000584,1,0.438904,0.102981,0,0,0.08,1,0.000177,0.000254,0.080645,0.03125,0,0.431151,0,0,0,0.032787,0.006738,0.067797,0.114173,0
0,0,0.121569,0.002006,0.002187,0.00778,0.000374,0.011033,0.156379,0.000077,0.003224,0.001002,0.00024,0.00002,0.001276,0.000232,0.000229,0.000285,0.001457,0.000055,0.000351,1,0.557429,0.060298,0,0,0.02,1,0.000092,0.000184,0.016129,0.015625,0,0.056878,0,0,0,0,0.00401,0.084746,0.114173,0
0,0,0.121569,0.002006,0.007837,0.460337,0.005158,1,0.602881,0.000082,0.008632,0.001002,0.000254,0.000111,0.006565,0.000246,0.002918,0.000373,0.001457,0.000143,0.000028,1,0.166574,0.020325,0,0,0,1,0.000008,0.000012,0.016129,0,0,0.664202,0,0,0,0.081967,0.000965,0.033898,0.114173,0
0,0,0.121569,0,0.000364,0.018233,0.000021,1,0.053498,0,0.000312,0.004008,0,0.000124,0,0,0.001529,0.000042,0,0.000005,0.000001,0,0,0.077236,0,0,0,0,0.000015,0.000018,0.064516,0.046875,0,0,0,0,0,0.016393,0.000076,0,0.114173,0
0,0,0.121569,0.002006,0.00164,0.000315,0.000112,1,0.062414,0.000074,0.00156,0.001002,0.000271,0.000001,0.000729,0.000271,0.000019,0.000117,0.000833,0.00074,0.004445,1,0.106665,0.04607,0,0,0.06,1,0.001388,0.001821,0.064516,0.046875,0.04,0.073764,0,0,0,0.065574,0.029277,0.067797,0.114173,0
0,0,0.121569,0.002006,0.006379,0.751124,0.004057,1,0.582305,0.000089,0.006968,0.001002,0.000256,0.00019,0.005106,0.000243,0.004921,0.000307,0.001457,0.000074,0.000015,1,0.319294,0.021003,0,0,0,1,0.000005,0.000007,0.129032,0.015625,0,0.316988,0,0,0,0.016393,0.000464,0.067797,0.114173,0
0,0,0.121569,0.002006,0.001093,0.859696,0.000602,0.001003,0.504115,0.000084,0.000936,0.001002,0.000252,0.000189,0.000729,0.000241,0.006256,0.000039,0.000208,0.000064,0.000016,1,0.176519,0.016938,0,0,0.1,1,0.000004,0.000005,0.032258,0.046875,0,0.673979,0,0,0,0.081967,0.000056,0.084746,0.114173,0
0,0,0.121569,0.002006,0.001458,0.113678,0.000125,1,0.078875,0.000079,0.002184,0.001002,0.000233,0.000348,0.000729,0.000223,0.006862,0.000111,0.001041,0.000001,0.00001,1,0.595961,0.026423,0,0,0.1,1,0.000003,0.000006,0.016129,0.015625,0,0.096383,0,0,0,0.081967,0.00009,0.033898,0.114173,0
0,0,0.121569,0.002006,0.004921,0.002479,0.000255,0.001003,0.047325,0.000083,0.005304,0.001002,0.000264,0.000007,0.002735,0.000256,0.000199,0.000224,0.00229,0.000147,0.000748,1,0.051887,0.01897,0,0,0.08,1,0.000123,0.000176,0,0.0625,0,0.051652,0.25,0.25,0,0.016393,0.008811,0.033898,0.114173,0
0,0,0.121569,0.002006,0.008383,0.631364,0.005719,1,0.624829,0.000082,0.009256,0.001002,0.00027,0.000146,0.007112,0.000265,0.003864,0.000397,0.001457,0.000104,0.00002,1,0.317151,0.019648,0,0,0.04,1,0.000006,0.000009,0.048387,0.015625,0,0.816591,0,0,0,0.065574,0.000781,0.067797,0.114173,0
0,0,0.121569,0.002006,0.006379,0.373716,0.004057,1,0.582305,0.00008,0.006968,0.001002,0.000257,0.000094,0.005106,0.00025,0.002448,0.000307,0.001457,0.000181,0.000037,1,0.071398,0.021003,0,0,0.04,1,0.00001,0.000014,0.096774,0,0,0.068535,0,0,0,0.065574,0.000933,0.084746,0.114173,0
0,0,0.121569,0,0.000182,0.028711,0.000011,0.005015,0.056241,0,0.000104,0.004008,0,0.000087,0,0,0.002944,0.000008,0,0,0,0,0,0.025745,0,0,0.06,0,0,0,0.032258,0.015625,0,0,0,0,0,0.016393,0.000017,0.101695,0.114173,0
0,0.022222,0.121569,0,0.000182,0.030709,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000094,0,0,0.002901,0.000009,0,0,0,0,0,0.030488,0,0,0.08,0,0,0,0.032258,0.015625,0.02,0,0,0,0,0.032787,0.000017,0.016949,0.114173,0
0,0,0.121569,0.002006,0.011482,0.003497,0.001023,1,0.081619,0.000082,0.012585,0.001002,0.000236,0.000007,0.005835,0.000224,0.000163,0.000601,0.006246,0.002937,0.000586,1,0.858694,0.02439,0,0,0,1,0.000149,0.000216,0.096774,0,0,0.357955,0,0,0,0.114754,0.025292,0.016949,0.114173,0
0,0,0.121569,0.002006,0.001276,0.030861,0.000118,1,0.084362,0.000081,0.002184,0.001002,0.000287,0.000101,0.000729,0.000286,0.001886,0.000111,0.001041,0.000014,0.000065,1,0.66712,0.026423,0,0,0.14,1,0.000011,0.000024,0.16129,0.0625,0,0.167526,0,0,0,0.163934,0.000309,0.016949,0.114173,0
0,0,0.121569,0.002006,0.000911,0.064191,0.000056,0,0.056241,0.000082,0.000728,0.001002,0.000343,0.000293,0.000365,0.000352,0.004133,0.000077,0.000416,0.000002,0.000023,1,0.890843,0.068428,0.005814,0.000013,0,1,0.000006,0.000007,0.032258,0,0,0.891534,0,0,0.033333,0.016393,0.000069,0.118644,0.114173,0
0,0,0.121569,0.002006,0.002369,0.011611,0.000381,0.011033,0.147462,0.000085,0.003224,0.001002,0.000263,0.000029,0.001276,0.000254,0.000346,0.000285,0.001457,0.000045,0.000282,1,0.698952,0.060298,0,0,0,1,0.000063,0.000116,0.016129,0.015625,0,0.19838,0,0,0,0.016393,0.002747,0.050847,0.114173,0
0,0,0.121569,0.002006,0.004556,0.415242,0.002082,1,0.418381,0.00008,0.004888,0.001002,0.000283,0.000152,0.003282,0.000282,0.003776,0.000227,0.001457,0.000126,0.000027,1,0.92247,0.023035,0,0,0,1,0.000006,0.000009,0.064516,0.015625,0,0.421898,0,0,0,0.032787,0.000428,0,0.114173,0
0,0,0.121569,0.002006,0.006014,0.444539,0.003739,1,0.569273,0.00026,0.006552,0.001002,0.000371,0.000116,0.004741,0.000257,0.002978,0.000291,0.001457,0.000141,0.000029,1,0.079224,0.021003,0,0,0.06,1,0.000008,0.000012,0.129032,0.015625,0,0.079158,0,0,0,0.04918,0.000722,0.033898,0.114173,0
0,0,0.121569,0,0.000182,0.0299,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000092,0,0,0.002825,0.000009,0,0,0,0,0,0.030488,0,0,0.04,0,0,0,0.048387,0.03125,0,0,0,0,0,0.016393,0.000018,0,0.114173,0
0,0,0.121569,0.002006,0.00565,0.426802,0.003118,1,0.505487,0.000076,0.006136,0.001002,0.000248,0.000126,0.004376,0.000242,0.00322,0.000277,0.001457,0.000136,0,1,0.549647,0.02168,0,0,0,1,0.000007,0.000011,0.048387,0,0,0.543566,0,0,0,0.114754,0.000626,0.016949,0.114173,0
0,0,0.121569,0.002006,0.078185,0.025515,0.074701,1,0.875171,0.000088,0.047946,0.001002,0.000243,0.000002,0.071116,0.000227,0.000086,0.001995,0.007912,0.038815,0.010481,1,0.355931,0.01897,0,0,0.02,1,0.000393,0.000315,0.032258,0.015625,0,0.352728,0,0,0,0.032787,0.254843,0.016949,0.114173,0
0,0,0.121569,0,0.000182,0.029621,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000091,0,0,0.002799,0.000009,0,0,0,0,0,0.030488,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.016393,0.000018,0,0.114173,0
0,0,0.121569,0,0.000364,0.048945,0.000021,1,0.052126,0,0.000312,0.004008,0,0.000323,0,0,0.004212,0.000039,0,0.000001,0,0,0,0.071816,0,0,0.06,0,0.000005,0.000004,0.096774,0.03125,0,0,0,0,0,0.147541,0.000028,0.050847,0.114173,0
0,0,0.121569,0.002006,0.000547,0.000429,0.000022,0.001003,0.036351,0.000085,0.001352,0.001002,0.000249,0.00005,0.000182,0.000237,0.000085,0.000686,0.000833,0.00023,0.001072,1,0.397544,0.413279,0,0,0.08,1,0.000203,0.000782,0.032258,0.046875,0,0.825244,0,0,0,0.032787,0.003705,0.016949,0.114173,0
0,0,0.121569,0,0.000182,0.030503,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000094,0,0,0.002882,0.000009,0,0,0,0,0,0.030488,0,0,0.02,0,0,0,0.032258,0.015625,0.02,0,0,0,0,0.016393,0.000017,0.084746,0.114173,0
0,0,0.121569,0.002006,0.00164,0.176076,0.000168,1,0.093278,0.000084,0.001768,0.001002,0.000258,0.001216,0.001276,0.000249,0.007445,0.000347,0.001457,0.000001,0.000009,1,0.483068,0.151762,0,0,0.14,1,0.000003,0.000004,0.112903,0.03125,0,0.981827,0,0,0,0.098361,0.000078,0.050847,0.114173,0
0,0,0.121569,0.002006,0.004556,0.632678,0.002082,1,0.418381,0.000121,0.004888,0.001002,0.000287,0.000231,0.003282,0.000257,0.005754,0.000227,0.001457,0.000068,0.000013,1,0.04247,0.023035,0,0,0,1,0.000004,0.000006,0.080645,0,0,0.542888,0,0,0,0.081967,0.000281,0.016949,0.114173,0
0,0,0.121569,0.002006,0.006379,0.724125,0.004057,1,0.582305,0.000076,0.006968,0.001002,0.000246,0.000183,0.005106,0.00024,0.004744,0.000307,0.001457,0.000077,0,1,0.728738,0.021003,0,0,0.04,1,0.000005,0.000007,0.096774,0.03125,0,0.727411,0,0,0,0.065574,0.000481,0.033898,0.114173,0
0,0,0.121569,0,0.000182,0.02976,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000091,0,0,0.002812,0.000009,0,0,0,0,0,0.030488,0,0,0,0,0,0,0.016129,0,0,0,0,0,0,0,0.000018,0.084746,0.114173,0
0,0,0.121569,0.002006,0.004921,0.001592,0.000255,0.001003,0.047325,0.000081,0.005304,0.001002,0.00026,0.000005,0.002735,0.000253,0.000128,0.000224,0.00229,0.000204,0.001114,1,0.970002,0.01897,0,0,0.1,1,0.000199,0.000274,0,0.03125,0,0.470238,0.25,0.25,0,0,0.013712,0.067797,0.114173,0
0,0,0.121569,0,0.000182,0.03107,0.000012,0.005015,0.061043,0,0.000104,0.004008,0,0.000095,0,0,0.002935,0.000009,0,0,0,0,0,0.030488,0,0,0,0,0,0,0.016129,0,0,0,0,0,0,0,0.000017,0,0.114173,0
0,0,0.121569,0.002006,0.00328,0.595921,0.000921,1,0.257202,0.000079,0.003432,0.001002,0.000302,0.000368,0.002006,0.000305,0.008781,0.00017,0.001457,0.000043,0.000009,1,0.19452,0.025745,0,0,0.02,1,0.000003,0.000004,0.064516,0.015625,0,0.694921,0,0,0,0.04918,0.000131,0.016949,0.114173,0
